순위,닉네임,레벨,직업,길드,아이템 환산,헥사 환산
1,도적,288,듀얼블레이드,지존,"117,284","117,031"
2,아델,290,아델,리더,"116,615","116,456"
3,노노,292,"아크메이지(불,독)",반달,"116,356","116,356"
4,감팡검,293,아델,허니,"115,960","115,960"
5,진격캐넌,293,캐논슈터,스타,"115,546","115,546"
6,쯔단,293,캐논슈터,루루,"115,540","115,540"
7,후니,292,나이트로드,사랑,"114,543","114,543"
8,세계,294,윈드브레이커,디즈니,"114,532","114,532"
9,건물주,291,팬텀,반달,"114,268","114,268"
10,꾸장,295,나이트로드,디즈니,"113,959","113,959"
11,동정녀,293,나이트워커,지존,"113,764","113,764"
12,패릿,292,아델,사랑,"113,520","113,520"
13,공주,295,비숍,욘석들,"113,431","113,431"
14,정슈붕,290,히어로,스타,"113,339","113,314"
15,맑음,293,제논,지존,"113,141","113,141"
16,아크,290,아크,루루,"113,497","113,085"
17,알티,291,카데나,리더,"113,006","113,006"
18,카키,294,팬텀,사랑,"112,947","112,947"
19,착한아이,290,에반,BOSS,"112,772","112,772"
20,뚱달콤,291,아란,BOSS,"112,798","112,739"
21,초코빵내꺼야,295,카데나,디즈니,"112,610","112,610"
22,서루운,290,히어로,Easter,"112,527","112,527"
23,팀에이컴퍼니,293,다크나이트,TheQuBic,"112,461","112,461"
24,윈드,291,윈드브레이커,사랑,"112,422","112,422"
25,치어,291,듀얼블레이드,리더,"112,617","112,277"
26,유진,290,팔라딘,욘석들,"112,271","112,271"
27,고딩,292,히어로,지존,"112,307","112,268"
28,수호,290,아크,지존,"113,132","112,212"
29,쿠로미,290,엔젤릭버스터,지존,"112,555","112,085"
30,조선우,290,데몬어벤져,사랑,"112,007","112,007"
31,스프,290,나이트로드,뉴프랜,"112,688","111,956"
32,종효,293,나이트로드,BOSS,"111,936","111,936"
33,냉은,293,은월,반달,"112,236","111,901"
34,동글,292,비숍,반달,"111,999","111,833"
35,츠르,290,히어로,하트,"111,779","111,520"
36,비숍,293,비숍,디즈니,"111,506","111,506"
37,간디,291,듀얼블레이드,아트,"111,479","111,479"
38,개화,285,메르세데스,리더,"114,118","111,467"
39,이상,293,듀얼블레이드,반달,"111,367","111,367"
40,버텨,287,비숍,이별,"111,411","111,325"
41,든기,294,팔라딘,지존,"111,321","111,321"
42,나꼬생각,291,호영,악동,"111,387","111,288"
43,휴씨엔버,294,엔젤릭버스터,szsz,"111,343","111,222"
44,차트,291,나이트로드,반달,"111,220","111,220"
45,Rudolf,291,다크나이트,지존,"111,187","111,187"
46,츠나,287,"아크메이지(불,독)",MOON,"111,129","111,129"
47,드팰,293,히어로,달치즈,"111,102","111,102"
48,반로,290,나이트워커,심쿵,"111,460","111,069"
49,에브,292,"아크메이지(불,독)",지존,"111,046","111,046"
50,여명,291,나이트워커,지존,"111,908","110,987"
51,헐다운,292,루미너스,뿔뿔,"111,253","110,957"
52,최강,291,나이트로드,새벽,"110,866","110,866"
53,겨울,293,"아크메이지(불,독)",사랑,"110,943","110,832"
54,순망,291,섀도어,피너,"110,824","110,824"
55,헬롱,291,호영,BOSS,"110,799","110,799"
56,애인,292,소울마스터,디즈니,"110,739","110,739"
57,응급,291,"아크메이지(썬,콜)",BOSS,"110,687","110,687"
58,이빵,292,히어로,디즈니,"110,562","110,562"
59,천원,292,데몬어벤져,루루,"110,569","110,527"
60,웨스턴총낭이,292,캐논슈터,지존,"110,507","110,507"
61,성배,294,비숍,허니,"110,475","110,475"
62,토르,292,팔라딘,아잉2,"111,612","110,428"
63,럭표도,291,나이트워커,피너,"110,672","110,392"
64,루그,293,바이퍼,악마,"110,389","110,389"
65,격류,290,섀도어,아깽이,"110,253","110,253"
66,글죠,295,섀도어,지존,"110,252","110,252"
67,페이커,291,카인,스타,"110,587","110,103"
68,으찌,293,제로,반달,"110,099","110,099"
69,주교,291,나이트로드,Bless,"110,308","110,081"
70,남색,286,나이트로드,스타,"110,670","110,069"
71,샌직,293,윈드브레이커,욘석들,"110,313","110,020"
72,우정,293,듀얼블레이드,우주,"110,017","110,017"
73,독사,292,"아크메이지(불,독)",Cross,"109,955","109,955"
74,꼬잡잉,292,메카닉,리더,"109,859","109,859"
75,마린,291,캡틴,사랑,"110,347","109,838"
76,봉콜스,292,나이트로드,지존,"109,803","109,803"
77,무죄,290,팔라딘,반달,"109,785","109,749"
78,타일런트,292,메르세데스,BOSS,"109,711","109,711"
79,바퍼당,292,바이퍼,페브리즈,"109,679","109,679"
80,백금장미,290,히어로,지존,"109,740","109,635"
81,머쉬룸공원,290,카인,야호,"109,606","109,549"
82,이국주,292,소울마스터,뉴프랜,"109,548","109,548"
83,해적,287,나이트로드,시유,"110,620","109,545"
84,민아,290,"아크메이지(불,독)",디즈니,"109,562","109,508"
85,제니,291,데몬슬레이어,리더,"109,498","109,498"
86,포도먹는표도,293,나이트로드,BOSS,"109,481","109,481"
87,낭만풍수사,290,라라,망고,"109,608","109,462"
88,인낀,294,아크,디즈니,"109,391","109,391"
89,축일추풍,291,윈드브레이커,지존,"109,336","109,336"
90,연인,292,나이트로드,블러썸,"109,398","109,328"
91,영웅금별,290,히어로,순애,"109,345","109,297"
92,돌싱녀,289,나이트워커,지존,"109,488","109,281"
93,귀욤,295,아크,지존,"109,264","109,264"
94,애쉬,290,은월,루루,"109,284","109,168"
95,양주,292,에반,동화,"109,088","109,088"
96,흉수,290,"아크메이지(불,독)",스타,"109,086","109,086"
97,0라꾸0,291,나이트로드,고치,"109,085","109,085"
98,무식,287,듀얼블레이드,디즈니,"110,072","109,063"
99,구보,290,아크,지존,"109,320","109,039"
100,자유,293,듀얼블레이드,화양,"109,058","109,039"
101,뜬궁,290,보우마스터,지존,"109,993","109,024"
102,레망,290,듀얼블레이드,루루,"109,000","109,000"
103,기범기봉,288,배틀메이지,BOSS,"108,955","108,955"
104,나영이,291,나이트로드,새벽,"108,921","108,921"
105,주장,290,배틀메이지,악마,"108,917","108,917"
106,최미운,293,카인,빈콩,"108,907","108,907"
107,도스석궁,290,신궁,Kisses,"109,338","108,898"
108,쌔로,291,나이트로드,순애,"109,088","108,860"
109,박세웅,292,에반,욘석들,"108,850","108,850"
110,추가연,291,팬텀,BOSS,"108,840","108,840"
111,고집론,291,"아크메이지(불,독)",BOSS,"108,810","108,810"
112,인마,285,바이퍼,반달,"110,226","108,788"
113,유운,291,팬텀,불빛,"108,777","108,777"
114,헤네시스,291,엔젤릭버스터,새벽,"108,896","108,774"
115,조정,290,아델,루루,"108,789","108,733"
116,세븐,293,메카닉,사랑,"108,765","108,732"
117,흡혈,282,데몬어벤져,리더,"113,290","108,698"
118,안녕별잇,295,아란,도로시,"108,671","108,671"
119,진로,295,윈드브레이커,디즈니,"108,661","108,661"
120,작반,295,팬텀,디즈니,"108,605","108,605"
121,자리스틸의왕,291,히어로,악마,"108,652","108,572"
122,소양을,291,키네시스,지존,"108,535","108,535"
123,돌격기,294,캐논슈터,순애,"108,520","108,520"
124,신기술,291,메카닉,지존,"108,502","108,502"
125,렌조,291,에반,디즈니,"109,089","108,496"
126,토햐,293,비숍,사랑,"108,595","108,489"
127,강동원,291,히어로,별밤,"108,550","108,443"
128,서니,291,캡틴,순애,"108,688","108,437"
129,매수,290,호영,자몽,"108,417","108,417"
130,장브로,292,카인,사랑,"108,671","108,383"
131,승수,291,"아크메이지(불,독)",고수,"108,376","108,376"
132,티어,292,나이트로드,사랑,"108,376","108,376"
133,소질,292,패스파인더,영혼,"108,406","108,336"
134,타락파워승정,290,히어로,우아,"108,457","108,331"
135,빅시커,296,엔젤릭버스터,반달,"108,317","108,317"
136,와닢,290,나이트워커,욘석들,"108,309","108,309"
137,비올팬,294,팬텀,불빛,"108,264","108,264"
138,남사친,290,듀얼블레이드,SiniSter,"108,686","108,263"
139,표창도적,290,나이트로드,사랑,"108,475","108,246"
140,나무야,291,라라,반달,"108,200","108,200"
141,남고딩,291,나이트로드,지존,"108,787","108,154"
142,감량,292,아델,리더,"108,133","108,133"
143,신프롱,290,소울마스터,은행,"108,394","108,107"
144,샤롬,290,"아크메이지(불,독)",Gamer,"108,101","108,101"
145,학폭,293,팬텀,사랑,"108,100","108,100"
146,집념,292,아델,지존,"108,493","108,084"
147,긍지,290,팔라딘,영화속풍경,"108,524","108,080"
148,묘롱,289,윈드브레이커,디즈니,"108,069","108,069"
149,해류,290,히어로,Piacere,"108,089","108,048"
150,망초,292,에반,Cross,"108,030","108,030"
151,쀼부,288,라라,오순도순,"108,027","108,027"
152,메뚜기,291,나이트로드,사랑,"107,950","107,950"
153,루미,291,루미너스,스타,"108,705","107,906"
154,엿엿,290,나이트워커,악마,"107,836","107,836"
155,판국,290,나이트로드,반달,"107,777","107,777"
156,빻이퍼,291,캐논슈터,루루,"108,524","107,770"
157,선물,292,제논,사랑,"107,754","107,754"
158,디쩡,292,카인,S2S2,"108,070","107,723"
159,리움,293,일리움,땃쥐,"107,707","107,707"
160,풍선껌,290,나이트로드,BOSS,"107,730","107,695"
161,리플,292,나이트로드,말랑,"107,678","107,678"
162,핑콜로더듬이,288,칼리,디즈니,"107,655","107,655"
163,어쌔,293,나이트로드,순애,"107,686","107,652"
164,영왕,292,듀얼블레이드,디즈니,"107,636","107,636"
165,티남,290,나이트로드,BOSS,"107,626","107,626"
166,다소나,290,비숍,지존,"107,606","107,556"
167,오서,292,나이트로드,리더,"108,091","107,540"
168,섭외,291,듀얼블레이드,리더,"107,527","107,527"
169,티레사,292,메르세데스,BOSS,"107,924","107,497"
170,검듄,290,히어로,디즈니,"107,477","107,477"
171,권이의듀얼,290,듀얼블레이드,Bless,"108,185","107,470"
172,노잼,291,배틀메이지,디즈니,"107,535","107,463"
173,군함,291,캡틴,지존,"107,436","107,436"
174,박준형,289,아델,리더,"107,420","107,420"
175,별표시,293,메카닉,지존,"107,371","107,371"
176,끄나,295,데몬슬레이어,태양,"107,383","107,333"
177,골결정력,289,카인,파티,"107,333","107,333"
178,나격,290,나이트로드,지존,"107,638","107,331"
179,칼리,294,칼리,Alpha,"109,646","107,328"
180,신범,290,윈드브레이커,지존,"107,972","107,327"
181,칭호,291,카이저,리더,"107,298","107,298"
182,세상,291,팔라딘,Design,"107,380","107,292"
183,달빛히어로52,288,히어로,디즈니,"107,304","107,278"
184,저뵈,290,제로,사랑,"107,320","107,278"
185,목성,290,윈드브레이커,지존,"107,779","107,251"
186,소록방,288,나이트로드,밤바다,"107,902","107,211"
187,처서,293,"아크메이지(썬,콜)",허니,"107,171","107,171"
188,옛날눈비,291,패스파인더,좋은사람,"107,168","107,168"
189,을가,293,카이저,Design,"107,133","107,133"
190,넘버원충남대,290,나이트워커,지존,"107,405","107,121"
191,류크,292,나이트로드,페브리즈,"107,098","107,098"
192,초꼬,290,나이트로드,악몽,"107,588","107,091"
193,원장,293,아크,사랑,"107,128","107,081"
194,보꾸,291,윈드브레이커,BOSS,"107,074","107,074"
195,치임,291,아델,Cross,"108,065","107,070"
196,살벌,291,듀얼블레이드,타임,"107,087","107,049"
197,Mr자비,291,다크나이트,순애,"107,038","107,038"
198,진지조하,285,아크,Rose,"108,853","107,034"
199,케르,290,"아크메이지(불,독)",BOSS,"107,342","107,012"
200,바글,290,"아크메이지(썬,콜)",사랑,"106,997","106,997"
201,함다연,291,소울마스터,디즈니,"107,024","106,980"
202,부장,294,아델,리더,"107,028","106,975"
203,악몽,290,팬텀,리얼,"106,974","106,941"
204,창세,290,다크나이트,반달,"106,928","106,928"
205,뻥긋,291,아델,피너,"106,902","106,902"
206,ResearchDV,290,히어로,사랑,"107,045","106,902"
207,마스,287,나이트워커,전설,"108,073","106,896"
208,에휴,291,비숍,순애,"106,881","106,881"
209,송중기,292,나이트로드,새침,"106,877","106,877"
210,루틴,291,소울마스터,귀신,"106,860","106,860"
211,피글렛,293,"아크메이지(불,독)",Aura,"106,838","106,838"
212,누렁이,291,카인,달치즈,"106,815","106,815"
213,Ghost,291,듀얼블레이드,악마,"106,784","106,784"
214,미소년,291,다크나이트,송이,"106,784","106,784"
215,서싸디,290,칼리,악몽,"106,909","106,754"
216,보공,291,제로,악마,"107,219","106,740"
217,다줘,292,아델,신비주의,"106,899","106,736"
218,랭주,290,나이트로드,BOSS,"106,881","106,721"
219,발톱,290,데몬어벤져,페브리즈,"106,894","106,697"
220,버터,299,나이트로드,루루,"109,361","106,668"
221,창강,289,제논,악마,"106,626","106,626"
222,웽거,293,소울마스터,Aura,"106,621","106,621"
223,녹뚜,292,아델,욘석들,"106,666","106,612"
224,소라카,291,비숍,리더,"107,073","106,607"
225,오두현,292,데몬어벤져,사랑,"106,919","106,599"
226,빈털,291,아크,루루,"106,589","106,589"
227,소울마스터,293,소울마스터,악동,"106,584","106,584"
228,땅다,292,캐논슈터,디즈니,"106,483","106,483"
229,쩐다,285,나이트워커,송이,"107,324","106,481"
230,격상,290,제로,파티,"106,459","106,459"
231,롤롤아델,291,아델,반달,"106,456","106,456"
232,꿈달,290,메르세데스,Alice,"106,794","106,449"
233,중독된콜라,290,나이트로드,사랑,"106,430","106,430"
234,대파,291,블래스터,우주,"106,425","106,425"
235,김건희,292,팬텀,Alpha,"106,805","106,420"
236,빨판,292,나이트로드,반달,"106,375","106,340"
237,소신,290,제논,반달,"106,862","106,334"
238,준난,291,나이트로드,파티,"106,830","106,331"
239,김두한,290,은월,어울누리,"106,791","106,288"
240,러닝,292,아델,BOSS,"106,548","106,275"
241,허성태,291,윈드브레이커,댓글,"106,693","106,273"
242,선달,291,호영,포로,"106,728","106,254"
243,옴므,293,나이트로드,악마,"106,250","106,250"
244,치리,294,메르세데스,루루,"106,235","106,235"
245,월광,292,히어로,송이,"106,640","106,214"
246,로건,290,캐논슈터,악마,"106,375","106,207"
247,산적,286,비숍,반달,"107,329","106,204"
248,소인,292,엔젤릭버스터,BOSS,"106,200","106,200"
249,섀비지21,290,섀도어,순애,"106,301","106,195"
250,의뢰장,290,다크나이트,밤바다,"106,157","106,157"
251,박민우,291,스트라이커,사랑,"106,141","106,141"
252,최민성,292,은월,BOSS,"106,169","106,137"
253,개불,291,은월,뉴프랜,"106,767","106,120"
254,메시,291,팔라딘,지존,"106,574","106,106"
255,실내,291,팬텀,욘석들,"106,184","106,099"
256,베르,293,나이트로드,엔드,"106,094","106,094"
257,딱밤,288,제논,사랑,"106,678","106,076"
258,누소,290,보우마스터,영혼,"106,298","106,071"
259,메세지,295,비숍,리더,"106,482","106,065"
260,메구루루,293,"아크메이지(불,독)",SiniSter,"106,057","106,057"
261,쓰레기,289,듀얼블레이드,푸들,"106,712","106,056"
262,공주림,290,비숍,악마,"106,056","106,056"
263,유리구두,291,플레임위자드,동화,"106,045","106,045"
264,반반,293,제논,BOSS,"106,041","106,041"
265,명훈,290,호영,훈장교,"107,449","106,035"
266,비첸,293,"아크메이지(썬,콜)",BOSS,"106,630","106,026"
267,플레이보이,290,나이트로드,악마,"107,426","106,021"
268,슈타른,290,팬텀,허니,"106,640","106,020"
269,분격,291,은월,영혼,"106,044","106,012"
270,데덩,292,다크나이트,Design,"106,098","106,012"
271,치이,293,메르세데스,레전드,"105,996","105,996"
272,겸지매니아,290,카인,케로로,"105,981","105,981"
273,데이,292,아델,지존,"106,071","105,960"
274,포탄,293,캐논슈터,Lunes,"105,943","105,943"
275,강성호,290,듀얼블레이드,LUSH,"106,649","105,939"
276,리트,293,"아크메이지(불,독)",루루,"106,688","105,914"
277,로멘아란,292,아란,Shiny,"106,027","105,905"
278,포던,293,듀얼블레이드,디즈니,"106,096","105,893"
279,마옥석,290,듀얼블레이드,욘석들,"106,018","105,891"
280,짝사랑,293,팬텀,허니,"105,881","105,881"
281,토히,290,플레임위자드,또밍,"106,604","105,875"
282,썰곰,292,윈드브레이커,사랑,"105,820","105,820"
283,끔하,291,팔라딘,BOSS,"105,926","105,802"
284,앨븐,292,아델,오키,"105,799","105,799"
285,검투,289,히어로,미소,"105,791","105,791"
286,청순해,292,루미너스,지존,"105,797","105,759"
287,해독,290,메카닉,악마,"105,753","105,753"
288,Fake,295,나이트워커,반달,"105,749","105,749"
289,판콜,291,아란,허니,"106,189","105,746"
290,탈세,290,나이트워커,사랑,"106,190","105,713"
291,리시,289,나이트로드,BOSS,"105,705","105,705"
292,체링,293,"아크메이지(불,독)",지존,"105,679","105,679"
293,메주,286,칼리,소망,"106,677","105,657"
294,핑키o,290,"아크메이지(썬,콜)",사랑,"106,211","105,643"
295,손길,293,나이트로드,욘석들,"105,634","105,634"
296,캐롤,292,보우마스터,푸들,"105,740","105,626"
297,샤나,291,듀얼블레이드,사랑,"105,580","105,580"
298,아잉델,291,아델,새내기,"105,943","105,556"
299,기륵,289,아크,도잉,"105,785","105,554"
300,자자,289,카인,사랑,"105,720","105,518"
301,카드빈희,287,팬텀,무무,"105,790","105,504"
302,으꾸,293,나이트로드,사랑,"105,495","105,495"
303,뚝배기,290,다크나이트,지존,"105,585","105,493"
304,피터,293,듀얼블레이드,루루,"106,047","105,482"
305,부줏돌,290,비숍,디즈니,"106,943","105,477"
306,둥둥,291,"아크메이지(썬,콜)",푸들,"105,467","105,467"
307,테러비터,292,보우마스터,Alpha,"106,768","105,458"
308,나토풍,291,보우마스터,소별,"105,413","105,413"
309,야스,292,은월,악동,"105,403","105,403"
310,얼른,291,다크나이트,리더,"105,399","105,399"
311,패망,288,듀얼블레이드,허니,"105,585","105,393"
312,봉훈,292,아델,지존,"105,385","105,385"
313,펀치,292,나이트로드,지존,"106,326","105,379"
314,에델,293,메카닉,지존,"105,354","105,354"
315,영원,291,비숍,Cross,"105,430","105,323"
316,오사카,291,아델,사랑,"105,323","105,323"
317,담비띵,291,라라,치즈,"105,321","105,321"
318,사퇴,291,아크,루루,"105,321","105,321"
319,커터,291,듀얼블레이드,BOSS,"105,579","105,317"
320,메알못,291,메르세데스,사해,"105,458","105,316"
321,대갈텀,291,팬텀,지존,"107,031","105,303"
322,팔라딘,290,팔라딘,사랑,"106,172","105,302"
323,넥멘,293,에반,스타,"105,719","105,293"
324,부도,293,미하일,미미,"105,291","105,291"
325,지네,294,"아크메이지(불,독)",지존,"105,286","105,286"
326,싹싹,295,팔라딘,화양,"105,279","105,279"
327,Nana,290,비숍,자몽,"105,275","105,275"
328,끼토,290,블래스터,빙글,"106,619","105,253"
329,리밋,290,팬텀,악마,"106,178","105,218"
330,놈현,291,"아크메이지(불,독)",Alpha,"105,380","105,212"
331,아침보름,291,제논,반달,"105,210","105,210"
332,만년예티,290,팔라딘,BOSS,"105,370","105,209"
333,푸우,294,아델,지존,"106,263","105,202"
334,홀덤포커스,293,패스파인더,악마,"105,195","105,195"
335,상담,292,나이트워커,파티,"105,652","105,187"
336,현건,291,캐논슈터,Crush,"105,813","105,180"
337,송빈,291,엔젤릭버스터,BOSS,"105,292","105,167"
338,면종,290,소울마스터,출발,"105,163","105,163"
339,아이코쿠마,294,"아크메이지(불,독)",CoPys,"105,162","105,162"
340,너어,290,은월,Aura,"105,537","105,152"
341,문구,293,나이트워커,지존,"105,148","105,148"
342,위치,292,듀얼블레이드,Sereno,"105,211","105,141"
343,궁도,290,보우마스터,리더,"105,723","105,127"
344,무토,291,데몬어벤져,사랑,"105,815","105,117"
345,블리츠크랭크,292,메카닉,사랑,"106,240","105,107"
346,짜세,291,호영,순애,"106,114","105,094"
347,빡맹,294,아델,별비,"105,088","105,088"
348,구구단,291,나이트로드,욘석들,"105,449","105,074"
349,티에리앙리,285,캡틴,지존,"105,775","105,072"
350,앵김,290,히어로,파티,"106,155","105,059"
351,원중,290,소울마스터,반달,"105,038","105,038"
352,뷰논,290,제논,순애,"105,061","105,034"
353,스고용,289,팔라딘,지존,"105,519","105,031"
354,향냥,290,메르세데스,반달,"105,016","105,016"
355,유채,290,윈드브레이커,지존,"105,737","105,014"
356,수국이,291,"아크메이지(불,독)",BOSS,"105,332","104,999"
357,고라니맨션,290,윈드브레이커,리더,"105,360","104,995"
358,룩룩,293,엔젤릭버스터,라이,"104,994","104,994"
359,닦아줌,291,아크,리더,"105,229","104,987"
360,음령,290,비숍,디즈니,"105,613","104,985"
361,진스미스장,290,에반,지존,"105,745","104,961"
362,시망님,290,아델,반달,"104,959","104,959"
363,유격,291,나이트로드,리더,"105,673","104,947"
364,라쓰,292,듀얼블레이드,지존,"105,149","104,945"
365,문이얌얌,291,아델,우주,"104,927","104,927"
366,딸깍,290,"아크메이지(불,독)",욘석들,"105,937","104,898"
367,간세영,288,미하일,반달,"105,517","104,896"
368,개찬,292,아란,리더,"104,874","104,874"
369,장영완,292,카인,사랑,"104,940","104,855"
370,성준,290,키네시스,예쁨,"104,831","104,831"
371,흰눈,291,아란,피너,"104,857","104,796"
372,유우카,288,듀얼블레이드,허니,"106,044","104,789"
373,가을바람,290,윈드브레이커,BOSS,"104,780","104,780"
374,초침,290,아델,헤로인,"105,356","104,757"
375,에테,290,비숍,불빛,"105,073","104,755"
376,쎄웅,291,듀얼블레이드,리더,"104,743","104,743"
377,지닐,290,다크나이트,갈대,"104,804","104,712"
378,앙꼬,292,"아크메이지(불,독)",사랑,"104,702","104,702"
379,식사중일땐좀,290,카데나,스타,"105,317","104,689"
380,깜딩,291,은월,악마,"104,659","104,659"
381,수다,290,제논,우주,"104,683","104,656"
382,피넛,289,비숍,BOSS,"105,455","104,651"
383,밈커벨,291,비숍,오키,"104,704","104,647"
384,포츈베이요넷,294,에반,사해,"104,642","104,642"
385,착함,292,소울마스터,사랑,"104,888","104,640"
386,덩호,290,호영,Hunk,"104,600","104,600"
387,깜랑아란,287,아란,네티,"105,323","104,594"
388,땡이,292,루미너스,지존,"104,590","104,590"
389,퍼킹빚취,289,듀얼블레이드,ACNE,"104,752","104,587"
390,수트,291,제논,반달,"104,585","104,585"
391,섹마,292,캡틴,악마,"104,793","104,575"
392,김작복,291,은월,사랑,"104,654","104,567"
393,이스,293,듀얼블레이드,오즈,"104,565","104,565"
394,관전,292,"아크메이지(불,독)",겨울,"104,553","104,553"
395,융구,290,팬텀,악마,"104,626","104,540"
396,덜랑,292,팬텀,BOSS,"104,625","104,539"
397,도태델,290,아델,에띠,"104,534","104,534"
398,새비지,292,섀도어,리넘,"104,532","104,506"
399,zozo,290,카인,Kisses,"104,495","104,495"
400,17미나,287,캐논슈터,지존,"104,655","104,485"
401,악사,291,패스파인더,이별,"104,475","104,475"
402,머햄,289,듀얼블레이드,무빙,"105,022","104,468"
403,땅원,292,듀얼블레이드,사랑,"104,467","104,467"
404,드립,292,"아크메이지(불,독)",지존,"104,456","104,456"
405,낭들,292,팬텀,시작,"105,370","104,448"
406,곤봉,293,"아크메이지(불,독)",사랑,"104,439","104,439"
407,단풍군단장,288,메카닉,점프,"105,258","104,436"
408,히터,294,"아크메이지(불,독)",BOSS,"104,825","104,436"
409,공포,290,바이퍼,리드,"105,091","104,409"
410,찬찬,289,나이트로드,반달,"104,962","104,402"
411,손플,292,히어로,BOSS,"104,401","104,401"
412,스피어,291,다크나이트,지존,"104,374","104,374"
413,쨘콘,292,나이트로드,반달,"104,363","104,363"
414,이등,289,"아크메이지(불,독)",반달,"105,397","104,360"
415,싯포,292,"아크메이지(불,독)",호엥,"104,583","104,358"
416,프뉴,290,블래스터,바다,"104,353","104,353"
417,큐링,291,캐논슈터,지존,"104,334","104,334"
418,다비니,290,윈드브레이커,BOSS,"104,373","104,331"
419,게이,291,"아크메이지(불,독)",지존,"104,996","104,322"
420,강우현,292,듀얼블레이드,디즈니,"104,501","104,316"
421,모비,292,히어로,순애,"104,418","104,309"
422,동구,289,카인,허니,"104,299","104,299"
423,으파,295,데몬어벤져,은인,"104,401","104,299"
424,빈지노,290,히어로,디즈니,"106,529","104,295"
425,매실,293,팬텀,사랑,"104,288","104,288"
426,단념,290,나이트로드,지존,"104,727","104,278"
427,망치,291,팔라딘,새벽,"104,249","104,249"
428,꾸씨,291,팔라딘,리더,"104,659","104,241"
429,센센,291,윈드브레이커,사랑,"104,463","104,229"
430,밥신,291,아델,라벨,"104,414","104,228"
431,센터,293,히어로,사랑,"104,265","104,215"
432,첫체험,288,아란,당돌,"105,170","104,215"
433,꼬부,286,섀도어,샛별,"104,839","104,203"
434,겐지,290,나이트로드,사랑,"104,977","104,182"
435,푸카,286,라라,연두,"106,199","104,170"
436,캐릭터첨봄,292,배틀메이지,욘석들,"104,328","104,143"
437,뼈묠,295,팔라딘,달치즈,"104,137","104,137"
438,씨져,290,에반,사랑,"104,179","104,129"
439,남준,294,제논,Class,"104,117","104,117"
440,꿍디,290,캐논슈터,BOSS,"105,839","104,096"
441,초딩유진,290,비숍,BOSS,"104,085","104,085"
442,쿄캬,294,비숍,SiniSter,"104,074","104,074"
443,오캬,292,은월,영혼,"104,068","104,068"
444,요도,290,메카닉,반달,"104,097","104,063"
445,싸겨,289,듀얼블레이드,리더,"104,653","104,041"
446,쇼바,291,비숍,루루,"104,300","104,037"
447,해저,294,호영,사해,"104,014","104,014"
448,롱잽,292,데몬어벤져,Lunes,"104,031","104,009"
449,머리쾅,292,나이트로드,BOSS,"104,005","104,005"
